,index,age,gender_code,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,gender
4754,4763,20,1,1,1625,525,6,1423,1631,1160,519,1157,1,17,98.31,113,652.0575825,1912,1524,1754,440,588,1,0
1089,1091,33,1,1,1625,744,2,1423,1631,1158,1307,1176,1,7,159.29,117,632.47,1912,1524,1754,418,554,1,0
3295,3304,17,0,1,507,656,3,1423,1631,1158,1307,1157,1,9,87.53,134,614.22,1912,1524,1754,418,590,1,1
3441,3450,51,0,1,1625,656,8,1423,1631,1160,1272,1167,1,11,84.34,119,750.35,1588,1976,1746,1746,603,0,1
4383,4392,50,0,1,1368,744,5,1423,1631,1160,1307,1167,1,12,97.62,144,607.39,1912,1524,1754,418,588,1,1
301,301,15,1,1,1625,525,4,1571,2,1182,1272,1176,1,14,766.04,115,689.99,1912,1976,1746,1746,588,1,0
238,238,63,0,1,507,420,8,1571,1631,1160,1272,1176,1,15,1090.92,29,705.75,1912,1976,1754,458,125,0,1
277,277,11,1,1,1368,420,6,1423,1631,1158,1272,1157,1,18,128.93,144,765.97,1588,1976,1746,1746,125,0,0
2926,2933,60,1,1,1368,525,7,1423,1631,1160,1307,1157,1,5,50.7,94,769.76,1912,1524,1754,458,590,0,0
892,892,64,1,1,1625,765,6,1423,1631,1158,519,1157,1,10,194.33,1,693.18,1912,1524,1746,1746,613,1,0
3955,3964,41,1,1,1625,744,4,1423,1631,1158,1272,1157,1,14,33.46,126,552.57,1588,1976,1754,440,590,1,0
102,102,52,0,1,1368,744,8,1571,1,1160,1272,1176,1,4,826.51,115,522.61,1912,1524,1746,1746,588,1,1
2888,2895,47,1,1,1368,525,2,1423,1631,1182,402,1176,1,-999,221.75,117,716.26,1588,1976,1746,1746,603,0,0
1362,1364,22,1,1,1625,744,5,1571,1,1182,1307,1167,1,12,138.87,116,670.42,1588,1976,1754,418,588,1,0
1563,1565,56,1,1,1625,656,4,1571,1631,1182,1307,1157,1,-999,68.68,127,619.1,1588,1976,1746,1746,603,1,0
3924,3933,17,1,1,1625,765,6,506,1,1182,1307,1157,1,4,159.23,119,510.41,1912,1524,1746,1746,590,1,0
1886,1890,41,1,1,1368,744,8,1423,1631,1158,1272,1176,1,17,919.1527365000001,123,570.71,1912,1524,1754,440,590,1,0
6275,6289,33,0,1,1625,765,8,506,1,1182,1307,1167,1,9,54.62,134,333.2013153,1912,1524,1746,1746,613,1,1
943,944,48,1,1,1368,765,4,506,1,1158,1307,1176,1,-999,73.03,132,698.28,1912,1524,1746,1746,588,1,0
5046,5056,28,1,1,1368,765,3,1423,1631,1182,1272,1157,1,7,88.99,133,538.45,1588,1976,1754,440,588,1,0
6006,6018,26,0,1,507,420,3,1571,1,1182,1272,1157,1,19,536.23,116,791.47,1588,1976,1746,1746,613,0,1
1920,1924,35,0,1,1625,744,6,1423,1631,1160,1307,1157,1,3,140.71,116,621.23,1588,1976,1754,438,554,1,1
423,423,19,0,1,1625,420,7,506,1,1182,402,1176,1,8,437.82,132,720.59,1588,1976,1746,1746,613,0,1
1367,1369,39,0,1,1625,656,3,1571,1,1182,1307,1176,1,6,81.39,107,734.4,1588,1976,1754,458,590,0,1
29,29,10,1,1,1625,656,8,1423,1631,1160,519,1167,1,4,127.37,133,634.88,1912,1524,1754,418,590,1,0
1208,1210,63,1,1,507,765,3,1571,1,1160,1272,1167,1,1,208.09,107,661.31,1588,1976,1754,418,613,1,0
2551,2558,34,0,1,1368,390,3,1423,1631,1182,1307,1157,1,9,62.39,126,751.07,1912,1524,1754,440,125,0,1
4730,4739,36,1,1,1368,656,4,1423,1631,1158,402,1167,1,-999,321.97,107,415.9687395,1912,1976,1746,1746,588,0,0
3402,3411,22,1,1,1625,656,2,1423,1631,1158,519,1167,1,7,229.98,104,644.6,1912,1976,1754,440,613,1,0
5301,5313,46,0,1,1625,744,5,1423,1631,1160,1307,1157,1,10,1383.552374,315,618.97,1912,1524,1746,1746,603,1,1
2938,2945,20,0,1,1625,525,5,1423,1631,1158,402,1167,1,4,488.58,116,665.65,1912,1524,1746,1746,613,1,1
5098,5108,63,0,1,1368,656,8,1571,2,1158,1307,1157,1,8,-291.36542660000003,115,1309.332152,1912,1524,1754,438,590,0,1
6529,6543,11,0,1,1368,744,3,1423,1631,1158,402,1167,1,8,269.0,121,693.56,1588,1976,1754,458,613,1,1
5808,5820,56,0,1,1625,765,1,1423,1631,1158,519,1176,1,15,31.49,127,380.3140166,1588,1976,1746,1746,603,1,1
5402,5414,60,1,1,1368,765,4,1423,1631,1158,1307,1167,1,15,55.09,123,625.58,1588,1976,1746,1746,554,1,0
5719,5731,18,0,1,1625,525,5,506,1,1158,519,1157,1,8,369.41,119,758.7,1912,1524,1746,1746,554,0,1
4179,4188,32,1,1,1625,744,5,1571,1631,1182,1272,1167,1,15,785.82,113,589.31,1588,1976,1754,440,588,1,0
1485,1487,37,1,1,1625,744,4,1423,1631,1182,402,1167,1,8,485.4,121,513.99,1912,1524,1746,1746,590,1,0
1386,1388,28,1,1,1368,656,4,506,1,1182,1272,1176,1,19,82.69,94,717.45,1912,1524,1754,438,588,1,0
1254,1256,12,0,1,1368,744,4,1571,1,1158,519,1176,1,20,558.04,315,598.81,1912,1524,1746,1746,590,1,1
4560,4569,38,1,1,1368,656,2,1423,1631,1182,1307,1167,1,24,170.62,122,702.53,1588,1976,1754,458,603,1,0
2849,2856,45,1,1,507,765,5,1423,1631,1160,1307,1167,1,14,192.12,107,629.6,1912,1524,1754,418,603,1,0
5012,5022,35,0,1,1368,390,5,1423,1631,1182,1272,1157,1,16,66.12,101,753.98,1588,1976,1754,418,588,0,1
5755,5767,43,1,1,1368,390,3,1571,1631,1182,1272,1176,1,3,764.68,94,773.8,1912,1976,1754,418,613,0,0
1544,1546,46,0,1,1625,525,3,1423,1631,1182,1307,1176,1,8,70.81,126,774.12,1912,1524,1746,1746,588,0,1
6044,6056,11,0,1,507,420,4,1571,1,1160,402,1157,1,2,510.34,1,992.8311997000002,1912,1976,1746,1746,125,0,1
4232,4241,12,0,1,1368,656,2,1423,1631,1182,402,1176,1,4,498.26,1,703.72,1588,1976,1754,418,613,0,1
4423,4432,31,0,1,1625,744,3,1423,1631,1158,1307,1176,1,12,30.68,1,582.78,1912,1524,1746,1746,603,1,1
12,12,11,1,1,1625,765,2,1423,1631,1160,1272,1157,1,13,41.09,115,608.26,1912,1524,1754,418,588,1,0
3640,3649,34,0,1,1368,420,3,1571,1,1160,402,1176,1,4,1787.168052,94,785.01,1912,1976,1754,440,603,0,1
1576,1578,57,0,1,1368,420,7,1423,1631,1160,1307,1176,1,21,311.11,127,706.55,1912,1524,1746,1746,613,0,1
6330,6344,40,1,1,507,765,4,506,1,1182,1307,1157,1,6,1301.3490800000002,115,629.11,1588,1976,1746,1746,613,1,0
2720,2727,27,1,1,507,765,4,1571,1,1182,1272,1157,1,-999,255.2,1,664.04,1588,1976,1754,418,554,1,0
5135,5145,32,1,1,1625,744,1,1423,1631,1182,1272,1167,1,9,89.52,107,629.18,1912,1524,1754,438,613,1,0
28,28,61,0,1,507,525,4,506,1,1182,519,1157,1,17,-936.7448178999999,133,710.38,1912,1524,1754,440,603,1,1
6156,6168,61,1,1,1625,525,2,1423,1631,1158,1272,1157,1,22,96.96,89,719.95,1588,1976,1754,418,588,0,0
3927,3936,55,0,1,1368,765,2,506,1,1160,1307,1157,1,6,1042.257564,121,682.37,1588,1976,1746,1746,603,1,1
5196,5208,36,0,1,1625,765,4,506,1631,1158,1307,1167,1,13,33.52,115,662.76,1912,1524,1754,440,590,1,1
5758,5770,63,1,1,1368,656,2,1423,1631,1158,1272,1167,1,13,397.68,133,728.2,1912,1976,1754,458,155,0,0
4871,4880,48,1,1,507,390,4,1571,1631,1182,1272,1157,1,10,501.41,144,759.63,1588,1976,1746,1746,139,0,0
1565,1567,46,1,1,1368,420,5,1423,1631,1158,1307,1167,1,7,-1107.873372,116,731.41,1912,1524,1746,1746,588,0,0
6314,6328,57,0,1,1625,525,5,1423,1631,1182,1272,1176,1,10,1567.176694,144,203.0431959,1912,1524,1746,1746,155,0,1
239,239,62,1,1,1625,656,4,1423,1631,1182,1272,1176,1,13,402.05,126,517.3513912999999,1912,1524,1746,1746,139,0,0
1726,1729,13,0,1,507,765,6,1423,1631,1160,1307,1157,1,18,308.33,315,549.96,1588,1976,1754,438,554,0,1
3544,3553,62,0,1,1368,656,2,1423,1631,1160,1307,1167,1,6,87.47,144,841.8,1912,1524,1754,418,133,0,1
1324,1326,49,0,1,1625,390,7,1571,1,1182,1307,1176,1,10,32.65,115,775.48,1588,1976,1746,1746,554,0,1
2205,2211,12,1,1,1625,765,4,1423,1631,1182,1307,1176,1,18,97.4,1,580.47,1588,1976,1746,1746,603,1,0
4776,4785,42,0,1,1368,744,3,1423,1631,1160,1272,1176,1,17,1168.754093,123,635.5,1912,1524,1754,458,590,1,1
1537,1539,48,1,1,507,420,2,1423,1631,1182,1307,1157,1,16,54.64,137,268.1320922,1588,1976,1754,438,133,0,0
769,769,11,0,1,1625,765,4,1571,1,1158,1272,1157,1,12,663.88,315,557.62,1912,1976,1754,458,613,1,1
155,155,39,0,1,1368,525,5,1423,1631,1182,1272,1167,1,16,283.85,115,959.92041,1912,1524,1746,1746,139,0,1
3057,3065,31,1,1,1625,420,8,1571,1,1160,1272,1167,1,11,865.2477441,20,704.62,1912,1524,1754,438,133,0,0
3225,3233,51,1,1,1368,744,5,506,1,1160,1307,1176,1,2,888.4629491000001,131,564.5,1912,1524,1746,1746,603,1,0
987,988,38,0,1,1625,765,2,1423,1631,1182,1307,1167,1,9,131.18,115,1106.139845,1912,1524,1746,1746,603,1,1
1929,1933,57,1,1,1368,656,9,1423,1631,1160,1307,1167,1,18,58.32,131,762.2,1912,1524,1746,1746,139,0,0
5482,5494,34,1,1,1625,765,4,1423,1631,1160,1307,1167,1,7,43.63,144,553.12,1588,1976,1754,438,603,1,0
3527,3536,42,0,1,1625,525,3,1423,1631,1158,1307,1176,1,20,106.61,115,1256.4825449999998,1912,1524,1754,438,613,0,1
2511,2518,48,0,1,1368,744,3,1423,1631,1182,402,1157,1,12,477.56,107,597.83,1588,1976,1746,1746,603,1,1
56,56,40,0,1,1625,390,5,506,1,1182,1272,1157,1,18,251.06,134,1087.184702,1588,1976,1754,458,139,0,1
2283,2289,52,0,1,507,744,3,1423,1631,1160,519,1157,1,11,173.45,89,717.83,1588,1976,1746,1746,603,1,1
2049,2055,54,1,1,1368,390,5,1571,1,1158,1307,1167,2,17,85.81,119,777.78,1588,1976,1754,440,603,0,0
6008,6020,12,0,1,1625,744,3,1571,3,1160,1307,1157,1,15,498.1,133,682.65,1588,1976,1746,1746,588,1,1
2830,2837,20,0,1,1368,390,3,1571,1,1182,1272,1176,1,4,1766.84,131,703.29,1588,1976,1746,1746,588,0,1
1876,1880,18,0,1,1368,420,5,1571,1,1182,1272,1167,1,15,116.04,121,700.45,1912,1524,1754,438,588,0,1
711,711,63,1,1,1625,525,7,1423,1631,1182,1307,1157,1,9,188.86,127,1073.104125,1588,1976,1754,418,590,0,0
3944,3953,59,0,1,1625,390,8,1571,1,1158,519,1167,1,19,87.4,127,792.62,1912,1524,1746,1746,139,0,1
1478,1480,63,0,1,1368,656,2,1423,1631,1182,1272,1176,1,14,93.14,89,762.01,1912,1524,1746,1746,613,0,1
4540,4549,17,0,1,1368,765,8,1423,1631,1160,519,1176,1,23,346.93,133,611.79,1912,1524,1746,1746,554,1,1
5440,5452,53,1,1,1625,765,6,506,1,1182,1307,1167,1,5,147.92,134,551.74,1912,1524,1746,1746,554,1,0
1971,1975,29,1,1,507,390,15,1423,1631,1160,1272,1167,1,12,-736.5334052999999,134,703.42,1912,1524,1754,440,139,0,0
1523,1525,39,0,1,507,525,8,1571,1,1182,1272,1167,1,22,55.6,117,763.09,1912,1524,1754,458,603,0,1
4235,4244,43,1,1,507,744,6,1423,1631,1158,1307,1157,1,20,187.47,116,630.92,1588,1976,1754,440,590,1,0
2943,2950,33,1,1,1368,656,6,506,1,1158,1307,1157,1,3,1073.763946,1,686.95,1588,1976,1746,1746,603,1,0
1194,1196,47,1,1,1368,390,3,1423,1631,1182,402,1157,1,15,431.33,131,787.25,1912,1976,1746,1746,155,0,0
6404,6418,52,1,1,1625,420,4,1423,1631,1182,519,1176,1,16,215.93,123,788.31,1912,1976,1754,440,125,0,0
1531,1533,30,1,1,1625,390,5,1423,1631,1160,1307,1157,1,7,40.71,121,1137.447478,1588,1976,1746,1746,613,0,0
5834,5846,58,0,1,1625,420,6,1423,1631,1182,519,1176,2,4,312.39,315,783.72,1912,1524,1746,1746,588,0,1
4915,4924,17,1,1,1625,765,5,1423,1631,1182,1272,1157,1,1,448.3,123,649.61,1912,1524,1754,418,554,1,0
3937,3946,58,0,1,1625,525,6,506,1,1182,1272,1167,1,7,66.21,126,1028.120613,1588,1976,1754,438,613,0,1
4082,4091,14,0,1,1625,765,2,1571,1,1158,519,1167,2,-999,144.5,115,591.51,1588,1976,1746,1746,554,1,1
1233,1235,44,1,1,1625,744,2,1423,1631,1160,402,1157,1,24,216.27,137,639.19,1912,1524,1754,438,603,1,0
908,908,54,0,1,1368,390,3,1571,1,1158,519,1167,1,17,143.16,131,736.53,1588,1976,1746,1746,603,0,1
5923,5935,56,1,1,1625,744,4,1423,1631,1158,1272,1157,1,18,302.68,123,637.97,1588,1976,1754,458,603,1,0
4529,4538,39,1,1,1625,525,4,1423,1631,1182,519,1157,1,17,34.33,126,780.97,1588,1976,1754,418,554,0,0
5213,5225,62,1,1,1368,744,2,1423,1631,1182,1307,1176,1,11,133.91,93,588.3,1912,1524,1746,1746,588,1,0
2969,2976,18,1,1,1368,525,6,506,1,1160,1272,1176,1,18,137.89,101,775.2,1912,1524,1746,1746,613,0,0
2852,2859,63,0,1,1625,525,2,1571,1,1182,1307,1167,1,2,784.03,121,785.92,1912,1976,1746,1746,588,0,1
2069,2075,36,1,1,1368,744,4,1423,1631,1182,1272,1176,1,16,312.84,119,502.29,1588,1976,1746,1746,603,1,0
1637,1639,22,1,1,1368,744,8,1423,1631,1182,1272,1176,1,11,178.7,93,1129.411599,1588,1976,1746,1746,603,1,0
3698,3707,10,1,1,507,744,6,1423,1631,1160,1272,1176,1,23,208.8,315,614.71,1912,1976,1746,1746,588,1,0
5106,5116,13,0,1,507,744,5,506,1,1158,1272,1157,1,15,264.32,115,503.93,1588,1976,1754,418,588,1,1
4409,4418,15,0,1,1368,765,8,1571,1,1160,402,1157,1,12,540.56,126,642.56,1912,1524,1754,458,588,1,1
696,696,13,1,1,1368,656,3,1423,1631,1160,1307,1167,1,10,275.41,134,301.59742830000005,1912,1524,1754,458,133,0,0
2424,2431,28,0,1,1368,744,2,1571,1,1160,519,1157,1,16,881.31,144,819.2405627999999,1912,1524,1754,438,588,1,1
3893,3902,52,1,1,1368,744,6,1423,1631,1182,1307,1167,1,17,30.56,126,619.98,1588,1976,1754,440,588,1,0
1850,1854,21,1,1,1368,765,5,1423,1631,1160,1307,1157,1,8,173.51,144,687.47,1588,1976,1746,1746,603,1,0
4590,4599,30,0,1,1368,420,2,1423,1631,1160,1272,1176,1,9,367.33,137,800.63,1912,1524,1754,440,139,0,1
2695,2702,54,0,1,1368,765,3,1571,1,1160,1307,1167,1,13,358.95,116,614.0807612000001,1912,1524,1754,458,554,1,1
5179,5191,17,0,1,1368,765,8,1423,1631,1158,1307,1157,1,14,435.16,126,522.31,1912,1524,1746,1746,554,1,1
5862,5874,13,0,1,1625,525,2,1571,1,1182,1272,1157,1,20,98.23,144,670.47,1588,1976,1754,418,588,1,1
3745,3754,61,1,1,1625,525,6,1423,1631,1182,519,1167,1,25,257.8,119,311.98553030000005,1912,1524,1754,458,613,1,0
3671,3680,16,1,1,1368,390,6,1571,1,1158,1307,1157,1,15,835.16,126,794.3,1588,1976,1754,438,554,0,0
3156,3164,25,1,1,1368,744,4,1571,1631,1160,1272,1176,1,13,46.2,132,666.26,1912,1524,1746,1746,554,1,0
4421,4430,35,0,1,1368,525,5,1571,1,1158,1307,1176,1,16,907.33,116,1152.152562,1912,1976,1746,1746,613,1,1
4299,4308,32,0,1,1625,390,5,1571,1,1158,1272,1157,1,11,235.71,122,758.08,1912,1524,1754,458,125,0,1
5124,5134,13,1,1,507,744,7,1423,1631,1158,1272,1176,1,9,152.6,89,631.92,1912,1524,1746,1746,590,1,0
5394,5406,55,1,1,1625,420,5,1571,1,1158,402,1157,1,21,251.3,122,738.98,1912,1524,1754,438,603,0,0
4834,4843,57,1,1,1625,744,3,506,1,1182,402,1157,1,11,298.25,131,594.02,1912,1524,1754,440,603,1,0
5366,5378,33,1,1,1368,525,3,1423,1631,1182,1307,1176,1,8,252.29,104,679.81,1588,1976,1754,458,554,1,0
3442,3451,12,1,1,1625,390,6,1423,1631,1158,1272,1176,1,14,108.28,123,257.3671236,1588,1976,1754,418,590,0,0
3722,3731,37,1,1,1625,656,5,1571,1,1160,1272,1167,1,11,281.95,101,634.13,1588,1976,1746,1746,603,1,0
6211,6224,25,1,1,1368,525,5,1571,1,1160,402,1167,1,2,1254.75,126,705.24,1912,1524,1746,1746,590,1,0
5585,5597,49,0,1,1625,656,5,1423,1631,1182,1307,1167,1,14,36.4,131,719.86,1912,1524,1746,1746,139,0,1
2095,2101,38,1,1,1625,744,3,1423,1631,1182,402,1157,1,-999,441.36,115,653.2,1912,1524,1746,1746,554,1,0
4353,4362,31,0,1,1368,765,2,1423,1631,1182,1307,1176,1,12,182.43,101,552.16,1588,1976,1754,440,613,1,1
2395,2402,61,0,1,1625,765,3,1571,1,1160,1307,1157,1,9,2350.276357,89,-67.90620527,1912,1976,1754,438,588,1,1
6303,6317,27,0,1,1368,420,2,1423,1631,1182,402,1167,1,15,350.89,315,752.27,1912,1976,1746,1746,139,0,1
5340,5352,47,0,1,1368,420,2,1571,1,1158,1272,1167,1,9,34.68,121,708.86,1588,1976,1754,438,554,0,1
2988,2995,47,0,1,1368,656,8,1423,1631,1158,1307,1157,1,4,111.08,137,783.98,1588,1976,1746,1746,590,0,1
6459,6473,60,0,1,507,525,5,506,1,1182,1307,1176,1,18,49.73,126,517.9090901999999,1588,1976,1746,1746,590,0,1
3738,3747,29,1,1,1368,525,4,1571,2,1182,1272,1176,1,10,1339.306172,117,711.14,1912,1524,1746,1746,139,0,0
566,566,28,1,1,1368,744,5,506,1,1160,1272,1157,1,13,30.48,115,1191.2848800000002,1588,1976,1746,1746,590,1,0
3248,3256,28,1,1,507,744,7,1423,1631,1158,1272,1167,1,19,31.71,115,580.48,1912,1524,1754,438,590,1,0
6375,6389,39,1,1,1625,525,6,1571,1631,1158,1307,1176,1,3,47.47,94,785.33,1912,1524,1754,458,588,0,0
1962,1966,22,1,1,1625,744,2,506,1,1158,519,1176,1,17,51.0,101,597.16,1588,1976,1754,438,603,1,0
1032,1033,33,1,1,1368,656,5,1571,1,1182,1307,1176,1,-999,313.26,122,758.98,1588,1976,1746,1746,588,0,0
1348,1350,59,0,1,1625,656,4,1571,1,1160,1307,1157,1,14,605.09,315,788.95,1912,1524,1754,438,554,0,1
4191,4200,25,1,1,1368,656,4,1423,1631,1160,1272,1176,1,12,30.47,116,634.11,1588,1976,1746,1746,603,1,0
1198,1200,32,1,1,1625,765,3,506,1,1182,1307,1167,1,11,33.76,116,628.9,1912,1524,1754,438,590,1,0
4662,4671,61,1,1,1625,744,4,1423,1631,1158,1272,1176,1,16,366.93,104,602.41,1912,1976,1754,438,588,1,0
4929,4938,46,1,1,1368,420,4,1423,1631,1160,519,1176,1,20,192.08,126,786.59,1588,1976,1754,458,139,0,0
6367,6381,18,0,1,1368,390,8,1423,1631,1158,1272,1157,1,17,73.07,113,733.42,1588,1976,1754,438,554,0,1
5772,5784,47,1,1,1625,656,4,1571,1631,1158,1307,1157,2,11,128.98,121,629.39,1912,1524,1754,458,603,1,0
2629,2636,42,1,1,1368,765,4,1423,1631,1182,519,1176,2,13,59.44,119,539.78,1912,1524,1746,1746,590,1,0
3266,3274,28,0,1,1368,420,3,1423,1631,1182,1272,1167,1,11,76.41,121,760.54,1912,1524,1746,1746,588,0,1
6504,6518,39,0,1,1625,765,8,1423,1631,1158,1307,1176,1,12,52.92,1,621.46,1912,1524,1754,440,554,1,1
1722,1725,21,1,1,1625,765,3,1423,1631,1182,1272,1176,1,2,34.84,315,652.56,1912,1524,1746,1746,554,1,0
3538,3547,23,0,1,1368,525,5,1571,1,1182,1272,1176,1,-999,257.31,132,765.08,1588,1976,1746,1746,554,0,1
5327,5339,47,0,1,1625,765,2,1571,1,1158,1307,1157,1,16,214.45,131,578.39,1912,1524,1754,438,603,1,1
5123,5133,42,1,1,1625,420,4,1423,1631,1182,1272,1167,1,10,209.01,315,774.71,1588,1976,1746,1746,554,0,0
334,334,47,0,1,1625,420,4,1423,1631,1158,1272,1176,1,2,163.43,119,754.32,1588,1976,1754,440,554,0,1
1451,1453,48,1,1,1625,744,7,1423,1631,1182,1307,1167,1,18,31.66,144,592.39,1588,1976,1746,1746,613,1,0
1674,1677,49,1,1,1368,420,8,1423,1631,1182,1272,1167,1,14,96.53,137,757.09,1912,1524,1754,458,554,0,0
4122,4131,13,1,1,1625,765,1,1571,1,1160,519,1176,1,23,167.63,126,1131.167927,1588,1976,1754,438,613,1,0
6134,6146,33,1,1,1625,744,1,1423,1631,1158,1307,1167,1,12,78.55,315,563.96,1588,1976,1746,1746,603,1,0
2081,2087,31,1,1,1368,765,5,1571,1,1182,1272,1157,1,2,276.72,117,635.96,1588,1976,1754,438,603,1,0
4701,4710,41,1,1,1368,744,5,1423,1631,1182,1307,1176,1,18,72.72,122,638.92,1912,1524,1754,418,603,1,0
3292,3301,52,0,1,1368,656,6,506,1,1160,402,1157,1,10,635.31,29,723.78,1912,1976,1746,1746,139,0,1
5243,5255,16,0,1,1625,744,3,1423,1631,1182,1272,1176,1,7,76.11,89,698.21,1912,1524,1746,1746,590,1,1
1842,1846,29,0,1,1368,765,5,1571,1,1182,1272,1157,1,12,53.32,1,672.26,1912,1524,1754,458,613,1,1
2418,2425,42,0,1,1368,420,5,1571,1,1160,1272,1167,1,-999,36.2,315,704.68,1588,1976,1754,438,590,0,1
6490,6504,17,1,1,507,765,3,1571,1631,1158,1272,1157,1,3,388.64,115,603.57,1912,1976,1746,1746,603,1,0
5627,5639,14,0,1,507,390,5,1571,1,1158,402,1167,1,19,557.4,115,756.87,1588,1976,1754,458,133,0,1
923,923,38,0,1,1368,765,6,1571,2,1158,402,1176,1,8,533.26,132,561.73,1912,1524,1754,458,588,1,1
848,848,29,0,1,1625,744,4,1423,1631,1158,1272,1176,1,10,59.89,134,571.52,1588,1976,1746,1746,603,1,1
3636,3645,32,0,1,1368,656,2,1423,1631,1160,1272,1157,1,17,221.92,315,980.3535312000001,1912,1976,1754,458,613,1,1
1675,1678,26,0,1,1368,765,5,1571,1,1158,519,1167,1,21,40.97,104,539.26,1588,1976,1754,418,590,1,1
1653,1655,31,0,1,1625,420,3,1571,2,1160,1307,1157,1,10,420.77,119,738.61,1588,1976,1746,1746,613,0,1
1877,1881,51,1,1,1625,744,3,506,1,1158,1307,1176,1,17,-1165.590292,133,682.47,1588,1976,1754,458,554,0,0
2909,2916,27,0,1,1625,420,6,1423,1631,1160,519,1176,1,17,57.64,315,780.83,1588,1976,1754,440,590,0,1
3990,3999,54,0,1,1368,525,3,1423,1631,1160,1272,1157,2,12,64.77,119,719.42,1588,1976,1754,438,603,1,1
5975,5987,49,1,1,1368,765,7,1571,1,1160,1307,1157,1,18,-787.8933027,115,699.86,1912,1524,1754,440,613,1,0
1940,1944,24,0,1,1625,744,5,1423,1631,1182,402,1176,1,16,403.91,116,646.73,1588,1976,1746,1746,613,1,1
4130,4139,21,1,1,1625,656,5,1423,1631,1182,1272,1176,1,12,67.32,134,783.18,1588,1976,1754,418,139,0,0
3008,3016,22,0,1,1625,744,6,1571,1,1158,402,1176,1,2,1070.98,93,610.72,1588,1976,1754,438,588,1,1
1167,1169,16,1,1,1368,525,6,1571,1,1182,1272,1157,1,6,78.23,315,785.87,1588,1976,1754,418,613,0,0
6317,6331,47,0,1,1625,656,5,1571,1,1158,1307,1167,1,8,737.44,119,613.53,1912,1976,1746,1746,554,1,1
4084,4093,17,1,1,507,390,3,1571,1,1160,1272,1157,2,9,34.35,93,751.55,1912,1524,1746,1746,554,0,0
269,269,21,0,1,1368,765,5,1423,1631,1182,1272,1176,1,13,39.62,123,673.05,1912,1524,1746,1746,588,1,1
981,982,59,1,1,1625,744,4,506,2,1160,1307,1176,1,16,266.19,144,654.59,1912,1976,1754,418,590,1,0
2900,2907,39,1,1,1368,390,3,1571,2,1158,402,1167,1,13,514.78,315,745.03,1912,1524,1746,1746,588,0,0
6041,6053,18,0,1,1625,420,4,1571,1,1182,1307,1167,1,4,170.17,27,767.8462462,1912,1524,1746,1746,133,0,1
4873,4882,16,1,1,1625,656,2,1571,1,1160,1272,1176,1,14,97.37,315,732.68,1588,1976,1754,438,139,0,0
4789,4798,50,0,1,1625,420,5,1571,1631,1182,1272,1167,1,21,33.99,122,764.48,1588,1976,1746,1746,588,0,1
131,131,21,1,1,1625,744,6,1571,1,1160,1272,1176,1,16,590.85,121,610.24,1912,1524,1754,438,613,1,0
840,840,26,1,1,1625,525,3,1571,1,1182,1272,1157,1,3,-941.2485721,89,717.53,1912,1524,1754,440,603,0,0
276,276,17,1,1,1625,525,4,1423,1631,1158,1272,1176,1,6,352.25,133,668.44,1912,1976,1754,438,554,1,0
6135,6147,34,0,1,1625,744,2,1423,1631,1158,1307,1157,1,22,107.85,117,703.89,1588,1976,1746,1746,590,1,1
1834,1837,40,0,1,1368,656,5,1571,1,1160,1307,1157,1,8,298.79,137,669.96,1588,1976,1746,1746,554,1,1
5165,5177,56,1,1,1368,744,3,1571,1,1182,1272,1157,1,14,1160.194144,126,607.99,1588,1976,1746,1746,554,1,0
2250,2256,41,1,1,1368,525,6,1571,1,1160,1307,1167,1,21,161.57,113,686.4,1912,1524,1746,1746,613,1,0
5184,5196,28,1,1,1625,390,5,506,1,1160,1307,1157,1,18,318.36,126,792.61,1588,1976,1754,418,613,0,0
6237,6251,10,1,1,1625,390,4,506,2,1182,1272,1167,1,18,66.51,131,1331.649027,1912,1524,1746,1746,603,0,0
4203,4212,20,0,1,507,390,4,1423,1631,1160,1307,1167,1,15,209.2,144,1258.020486,1588,1976,1754,458,125,0,1
2370,2377,60,0,1,1625,744,3,1423,1631,1158,1307,1157,1,9,56.51,116,554.2,1588,1976,1746,1746,603,1,1
190,190,36,0,1,1625,420,3,1571,1,1182,402,1157,1,7,700.63,127,738.84,1912,1976,1746,1746,139,0,1
2626,2633,61,1,1,1625,656,5,1423,1631,1182,1272,1176,2,19,327.44,144,639.13,1912,1524,1754,438,603,1,0
4139,4148,46,0,1,1368,765,4,1571,1,1158,1272,1167,1,10,47.33,315,607.37,1912,1524,1746,1746,590,1,1
5357,5369,43,1,1,1625,744,4,506,1,1158,1307,1167,1,17,249.03,115,564.93,1912,1524,1746,1746,588,1,0
4092,4101,51,1,1,1625,656,5,1423,1631,1182,402,1157,1,5,404.44,119,849.94,1912,1524,1746,1746,133,0,0
3457,3466,11,1,1,1368,656,4,1571,1,1160,402,1176,1,15,741.87,315,622.28,1912,1524,1746,1746,554,1,0
3227,3235,11,0,1,1625,420,3,506,1,1158,1307,1157,1,19,154.23,131,764.35,1588,1976,1754,438,155,0,1
3196,3204,35,0,1,507,744,5,506,2,1160,1272,1167,1,11,135.39,113,517.91,1912,1524,1746,1746,613,1,1
